instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
3080193,12032,FIVESTAR,FIVE-STAR BUS FIN,,,,0.05,1,EQ,NSE,NSE
3090433,12072,SCPL,SHEETAL COOL PRODUCTS,,,,0.05,1,EQ,NSE,NSE
3095553,12092,KAYNES,KAYNES TECHNOLOGY IND,,,,0.5,1,EQ,NSE,NSE
3102977,12121,AARTISURF-P1,AARTI SURFACTANTS,,,,0.05,1,EQ,NSE,NSE
3116289,12173,HNDFDS,HINDUSTAN FOODS,,,,0.05,1,EQ,NSE,NSE
3128065,12219,RUSTOMJEE,KEYSTONE REALTORS,,,,0.05,1,EQ,NSE,NSE
3197185,12489,SWSOLAR,STRLNG & WIL REN ENE,,,,0.05,1,EQ,NSE,NSE
3247617,12686,MBAPL,MADHYA BHARAT AGRO P.,,,,0.05,1,EQ,NSE,NSE
3255297,12716,TEAMLEASE,TEAMLEASE SERVICES,,,,0.1,1,EQ,NSE,NSE
3288833,12847,KRISHANA,KRISHANA PHOSCHEM,,,,0.05,1,EQ,NSE,NSE
3336961,13035,SAFARI,SAFARI IND (INDIA),,,,0.1,1,EQ,NSE,NSE
3342593,13057,UNIPARTS,UNIPARTS INDIA,,,,0.05,1,EQ,NSE,NSE
3343617,13061,360ONE,360 ONE WAM,,,,0.05,1,EQ,NSE,NSE
3346433,13072,IIFLCAPS,IIFL CAPITAL SERVICES,,,,0.05,1,EQ,NSE,NSE
3348737,13081,TRIVENI,TRIVENI ENGG. & INDS.,,,,0.05,1,EQ,NSE,NSE
3350017,13086,AIAENG,AIA ENGINEERING,,,,0.1,1,EQ,NSE,NSE
3353857,13101,VIMTALABS,VIMTA LABS,,,,0.05,1,EQ,NSE,NSE
3357697,13116,QUICKHEAL,QUICK HEAL TECH,,,,0.05,1,EQ,NSE,NSE
3358721,13120,TVSELECT-BE,TVS ELECTRONICS,,,,0.05,1,EQ,NSE,NSE
3360001,13125,KERNEX-BE,KERNEX MICROSYS(I),,,,0.1,1,EQ,NSE,NSE
3360257,13126,REPRO,REPRO INDIA,,,,0.05,1,EQ,NSE,NSE
3365633,13147,PVRINOX,PVR INOX,,,,0.05,1,EQ,NSE,NSE
3372801,13175,NITINSPIN,NITIN SPINNERS,,,,0.05,1,EQ,NSE,NSE
3374593,13182,ROHLTD,ROYAL ORCHID HOTELS,,,,0.05,1,EQ,NSE,NSE
3378433,13197,GSPL,GUJARAT STATE PETRO,,,,0.05,1,EQ,NSE,NSE
3383809,13218,SULA,SULA VINEYARDS,,,,0.05,1,EQ,NSE,NSE
3394561,13260,KEC,KEC INTL.,,,,0.05,1,EQ,NSE,NSE
3397121,13270,JKCEMENT,JK CEMENT,,,,0.5,1,EQ,NSE,NSE
3398401,13275,INDOTECH,INDO TECH TRANSFORM,,,,0.1,1,EQ,NSE,NSE
3398657,13276,LANDMARK,LANDMARK CARS,,,,0.05,1,EQ,NSE,NSE
3400961,13285,M&MFIN,M&M FIN. SERVICES,,,,0.05,1,EQ,NSE,NSE
3406081,13305,CENTURYPLY,CENTURY PLYBOARDS (I),,,,0.05,1,EQ,NSE,NSE
3407361,13310,KEI,KEI INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
3412993,13332,SOLARINDS,SOLAR INDUSTRIES (I),,,,1,1,EQ,NSE,NSE
3414273,13337,GALLANTT,GALLANTT ISPAT,,,,0.05,1,EQ,NSE,NSE
3419905,13359,KFINTECH,KFIN TECHNOLOGIES,,,,0.1,1,EQ,NSE,NSE
3424257,13376,UTTAMSUGAR,UTTAM SUGAR MILLS,,,,0.05,1,EQ,NSE,NSE
3425537,13381,KKCL,KEWAL KIRAN CLOTHING,,,,0.05,1,EQ,NSE,NSE
3431425,13404,SUNTV,SUN TV NETWORK,,,,0.05,1,EQ,NSE,NSE
3433985,13414,RSYSTEMS,R SYS INTERNATIONAL,,,,0.05,1,EQ,NSE,NSE
3443457,13451,RATNAMANI,RATNAMANI MET & TUB,,,,0.1,1,EQ,NSE,NSE
3453697,13491,JKLAKSHMI,JK LAKSHMI CEMENT,,,,0.05,1,EQ,NSE,NSE
3460353,13517,EMAMILTD,EMAMI,,,,0.05,1,EQ,NSE,NSE
3465217,13536,VIDHIING,VIDHI SPCLTY F INGRDNTS L,,,,0.05,1,EQ,NSE,NSE
3465729,13538,TECHM,TECH MAHINDRA,,,,0.1,1,EQ,NSE,NSE
3471361,13560,GRINDWELL,GRINDWELL NORTON,,,,0.1,1,EQ,NSE,NSE
3475713,13577,VOLTAMP,VOLTAMP TRANSFORMERS,,,,0.5,1,EQ,NSE,NSE
3478273,13587,ACE,ACTION CONST EQUIP,,,,0.1,1,EQ,NSE,NSE
3481089,13598,SELAN,SELAN EXPLO. TECH,,,,0.05,1,EQ,NSE,NSE
3484417,13611,IRCTC,INDIAN RAIL TOUR CORP,,,,0.05,1,EQ,NSE,NSE
3486721,13620,ANANTRAJ,ANANT RAJ,,,,0.05,1,EQ,NSE,NSE
3489537,13631,SKYGOLD,SKY GOLD AND DIAMONDS,,,,0.05,1,EQ,NSE,NSE
3492609,13643,ELECON,ELECON ENG. CO.,,,,0.05,1,EQ,NSE,NSE
3493889,13648,TALBROAUTO,TALBROS AUTO. COMP.,,,,0.05,1,EQ,NSE,NSE
3495937,13656,ALICON,ALICON CASTALLOY,,,,0.05,1,EQ,NSE,NSE
3496449,13658,GEECEE,GEECEE VENTURES,,,,0.05,1,EQ,NSE,NSE
3509761,13710,FIEMIND,FIEM INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
3520001,13750,FLUOROCHEM,GUJARAT FLUOROCHEM,,,,0.1,1,EQ,NSE,NSE
3520257,13751,NAUKRI,INFO EDGE (I),,,,0.1,1,EQ,NSE,NSE
3522817,13761,BBL,BHARAT BIJLEE,,,,0.1,1,EQ,NSE,NSE
3526657,13776,GESHIP,THE GE SHPG.LTD,,,,0.05,1,EQ,NSE,NSE
3529217,13786,TORNTPOWER,TORRENT POWER,,,,0.1,1,EQ,NSE,NSE
3535361,13810,GREENPANEL,GREENPANEL INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
3536897,13816,LTFOODS,LT FOODS,,,,0.05,1,EQ,NSE,NSE
3539457,13826,SOBHA,SOBHA,,,,0.1,1,EQ,NSE,NSE
3544065,13844,MMFL,MM FORGINGS,,,,0.05,1,EQ,NSE,NSE
3547137,13856,VENUSREM-BE,VENUS REMEDIES,,,,0.05,1,EQ,NSE,NSE
3550209,13868,AARTIPHARM,AARTI PHARMALABS,,,,0.05,1,EQ,NSE,NSE
3552001,13875,JINDRILL,JINDAL DRILLING IND.,,,,0.05,1,EQ,NSE,NSE
3553281,13880,BANCOINDIA,BANCO PRODUCTS (I),,,,0.05,1,EQ,NSE,NSE
3555841,13890,HIRECT,HIND RECTIFIER,,,,0.1,1,EQ,NSE,NSE
3558401,13900,CREST,CREST VENTURES,,,,0.05,1,EQ,NSE,NSE
3575297,13966,HBLENGINE,HBL ENGINEERING,,,,0.05,1,EQ,NSE,NSE
3577857,13976,TANLA,TANLA PLATFORMS,,,,0.05,1,EQ,NSE,NSE
3579393,13982,JASH,JASH ENGINEERING,,,,0.05,1,EQ,NSE,NSE
3587585,14014,LUMAXTECH,LUMAX AUTO TECH,,,,0.05,1,EQ,NSE,NSE
3588865,14019,VEEDOL,VEEDOL CORPORATION,,,,0.1,1,EQ,NSE,NSE
3598849,14058,SANGHVIMOV,SANGHVI MOVERS,,,,0.05,1,EQ,NSE,NSE
3601153,14067,WANBURY-BE,WANBURY,,,,0.05,1,EQ,NSE,NSE
3606017,14086,IGPL,I G PETROCHEMICALS,,,,0.05,1,EQ,NSE,NSE
3608577,14096,SIYSIL,SIYARAM SILK MILLS,,,,0.05,1,EQ,NSE,NSE
3613697,14116,GANDHITUBE,GANDHI SPL. TUBES,,,,0.05,1,EQ,NSE,NSE
3618305,14134,PITTIENG,PITTI ENGINEERING,,,,0.05,1,EQ,NSE,NSE
3623425,14154,UNOMINDA,UNO MINDA,,,,0.1,1,EQ,NSE,NSE
3629569,14178,IZMO-BE,IZMO,,,,0.05,1,EQ,NSE,NSE
3633665,14194,NINSYS,NINTEC SYSTEMS,,,,0.05,1,EQ,NSE,NSE
3634689,14198,TIMKEN,TIMKEN INDIA,,,,0.1,1,EQ,NSE,NSE
3641089,14223,TIIL,TECHNOCRAFT IND,,,,0.1,1,EQ,NSE,NSE
3646721,14245,TVSSRICHAK,TVS SRICHAKRA,,,,0.1,1,EQ,NSE,NSE
3649281,14255,REDINGTON,REDINGTON,,,,0.05,1,EQ,NSE,NSE
3650561,14260,PGIL,PEARL GLOBAL IND,,,,0.1,1,EQ,NSE,NSE
3660545,14299,PFC,POWER FIN CORP,,,,0.05,1,EQ,NSE,NSE
3661825,14304,FSL,FIRSTSOURCE SOLU.,,,,0.05,1,EQ,NSE,NSE
3663105,14309,INDIANB,INDIAN BANK,,,,0.05,1,EQ,NSE,NSE
3668225,14329,SMSPHARMA,SMS PHARMACEUTICALS,,,,0.05,1,EQ,NSE,NSE
3669505,14334,HSCL,HIMADRI SPECIALITY CHEM L,,,,0.05,1,EQ,NSE,NSE
3670785,14339,GANESHHOUC,GANESH HOUSING CORP,,,,0.1,1,EQ,NSE,NSE
3676417,14361,APOLLOPIPE,APOLLO PIPES,,,,0.05,1,EQ,NSE,NSE
3682561,14385,POCL,PONDY OXIDES & CHEM,,,,0.05,1,EQ,NSE,NSE
3689729,14413,PAGEIND,PAGE INDUSTRIES,,,,5,1,EQ,NSE,NSE
3691009,14418,ASTRAL,ASTRAL,,,,0.1,1,EQ,NSE,NSE
3695361,14435,JKTYRE,JK TYRE & INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
3696641,14440,NAHARSPING,NAHAR SPINNING MILLS,,,,0.05,1,EQ,NSE,NSE
3698689,14448,NAHARPOLY-BE,NAHAR POLY FILMS,,,,0.05,1,EQ,NSE,NSE
3706625,14479,DIVGIITTS,DIVGI TORQTRANSFER SYST L,,,,0.05,1,EQ,NSE,NSE
3712257,14501,BALAMINES,BALAJI AMINES,,,,0.1,1,EQ,NSE,NSE
3717889,14523,ICRA,ICRA,,,,0.5,1,EQ,NSE,NSE
3720961,14535,GOLDSHARE,UTI GOLD ETF,,,,0.05,1,EQ,NSE,NSE
3725313,14552,PHOENIXLTD,THE PHOENIX MILLS,,,,0.1,1,EQ,NSE,NSE
3729153,14567,BFUTILITIE,BF UTILITIES,,,,0.05,1,EQ,NSE,NSE
3732993,14582,SRHHYPOLTD,SREE RAYALSEEMA HHP,,,,0.05,1,EQ,NSE,NSE
3735553,14592,FORTIS,FORTIS HEALTHCARE,,,,0.05,1,EQ,NSE,NSE
3736833,14597,ALPHAGEO,ALPHAGEO (INDIA),,,,0.05,1,EQ,NSE,NSE
3738113,14602,WEBELSOLAR,WEBSOL ENERGY SYSTEM,,,,0.1,1,EQ,NSE,NSE
3752193,14657,INSECTICID,INSECTICIDES (I),,,,0.05,1,EQ,NSE,NSE
3756033,14672,NAVINFLUOR,NAVIN FLUORINE INT.,,,,0.1,1,EQ,NSE,NSE
3757313,14677,GUJAPOLLO,GUJ. APOLLO IND.,,,,0.05,1,EQ,NSE,NSE
3759873,14687,GOACARBON,GOA CARBON,,,,0.05,1,EQ,NSE,NSE
3764993,14707,TIMETECHNO,TIME TECHNOPLAST,,,,0.05,1,EQ,NSE,NSE
3766273,14712,HGS,HINDUJA GLOBAL SOLS.,,,,0.05,1,EQ,NSE,NSE
3771393,14732,DLF,DLF,,,,0.05,1,EQ,NSE,NSE
3780097,14766,V2RETAIL,V2 RETAIL,,,,0.1,1,EQ,NSE,NSE
3798529,14838,DECCANCE,DECCAN CEMENTS,,,,0.05,1,EQ,NSE,NSE
3814401,14900,SAHYADRI,SAHYADRI INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
3816449,14908,KDDL,KDDL,,,,0.1,1,EQ,NSE,NSE
3817473,14912,KPRMILL,KPR MILL,,,,0.1,1,EQ,NSE,NSE
3820033,14922,PURVA,PURAVANKARA,,,,0.05,1,EQ,NSE,NSE
3823873,14937,CIEINDIA,CIE AUTOMOTIVE INDIA,,,,0.05,1,EQ,NSE,NSE
3826433,14947,MOTILALOFS,MOTILAL OSWAL FIN,,,,0.05,1,EQ,NSE,NSE
3831297,14966,CSBBANK,CSB BANK,,,,0.05,1,EQ,NSE,NSE
3832833,14972,KSCL,KAVERI SEED CO.,,,,0.1,1,EQ,NSE,NSE
3834113,14977,POWERGRID,POWER GRID CORP.,,,,0.05,1,EQ,NSE,NSE
3835393,14982,CENTUM,CENTUM ELECTRONICS,,,,0.1,1,EQ,NSE,NSE
3841793,15007,MANGCHEFER,MANG.CHEM.FERT.LTD,,,,0.05,1,EQ,NSE,NSE
3848705,15034,BAJAJELEC,BAJAJ ELECT.LTD,,,,0.05,1,EQ,NSE,NSE
3849985,15039,CERA,CERA SANITARYWARE,,,,0.5,1,EQ,NSE,NSE
3854849,15058,AVALON,AVALON TECHNOLOGIES,,,,0.05,1,EQ,NSE,NSE
3860993,15082,RADIOCITY-P1,MUSIC BROADCAST,,,,0.05,1,EQ,NSE,NSE
3861249,15083,ADANIPORTS,ADANI PORT & SEZ,,,,0.1,1,EQ,NSE,NSE
3871745,15124,KOLTEPATIL,KOLTE PATIL DEV.,,,,0.05,1,EQ,NSE,NSE
3872257,15126,SVLL-BE,SHREE VASU LOGISTICS,,,,0.05,1,EQ,NSE,NSE
3874817,15136,KAUSHALYA,KAUSHALYA INFRA DEV,,,,0.05,1,EQ,NSE,NSE
3876097,15141,COLPAL,COLGATE PALMOLIVE,,,,0.1,1,EQ,NSE,NSE
3877377,15146,JYOTHYLAB,JYOTHY LABS,,,,0.05,1,EQ,NSE,NSE
3879937,15156,KALYANIFRG,KALYANI FORGE,,,,0.05,1,EQ,NSE,NSE
3884545,15174,TARIL,TRANS & RECTI.,,,,0.05,1,EQ,NSE,NSE
3885825,15179,ECLERX,ECLERX SERVICES,,,,0.1,1,EQ,NSE,NSE
3886081,15180,KIRLPNU,KIRLOSKAR PNEUMATIC COM L,,,,0.1,1,EQ,NSE,NSE
3887105,15184,BRIGADE,BRIGADE ENTER.,,,,0.1,1,EQ,NSE,NSE
3892225,15204,ARIES,ARIES AGRO,,,,0.05,1,EQ,NSE,NSE
3894785,15214,DVL,DHUNSERI VENTURES,,,,0.05,1,EQ,NSE,NSE
3899905,15234,AMBIKCO,AMBIKA COTTON MILL,,,,0.1,1,EQ,NSE,NSE
3905025,15254,CEATLTD,CEAT,,,,0.1,1,EQ,NSE,NSE
3908097,15266,JKIL,JKUMAR INFR.LTD.,,,,0.05,1,EQ,NSE,NSE
3930881,15355,RECLTD,REC,,,,0.05,1,EQ,NSE,NSE
3932161,15360,NAHARCAP,NAHAR CAP & FIN.,,,,0.05,1,EQ,NSE,NSE
3932673,15362,VGUARD,V-GUARD IND,,,,0.05,1,EQ,NSE,NSE
3937281,15380,MANKIND,MANKIND PHARMA,,,,0.1,1,EQ,NSE,NSE
3940097,15391,RACE,RACE ECO CHAIN,,,,0.05,1,EQ,NSE,NSE
3942145,15399,EIHAHOTELS,EIH ASSOCIATED HOTELS - OBEROI HOTELS,,,,0.05,1,EQ,NSE,NSE
3944705,15409,NESCO,NESCO,,,,0.05,1,EQ,NSE,NSE
3945985,15414,TITAGARH,TITAGARH RAIL SYSTEMS,,,,0.05,1,EQ,NSE,NSE
3982081,15555,HCG,HEALTHCARE GLOB. ENT.,,,,0.05,1,EQ,NSE,NSE
3990785,15589,AVG,AVG LOGISTICS,,,,0.05,1,EQ,NSE,NSE
4066049,15883,HINDWAREAP,HINDWARE HME INOVATON,,,,0.05,1,EQ,NSE,NSE
4107521,16045,PRINCEPIPE,PRINCE PIPES FITTINGS,,,,0.05,1,EQ,NSE,NSE
4145153,16192,PAVNAIND,PAVNA INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
4259585,16639,KIRIINDUS,KIRI INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
4265985,16664,SIGMA-BE,SIGMA SOLVE,,,,0.05,1,EQ,NSE,NSE
4267265,16669,BAJAJ-AUTO,BAJAJ AUTO,,,,0.5,1,EQ,NSE,NSE
4268801,16675,BAJAJFINSV,BAJAJ FINSERV,,,,0.1,1,EQ,NSE,NSE
4270593,16682,PTCIL,PTC INDUSTRIES,,,,1,1,EQ,NSE,NSE
4278529,16713,UBL,UNITED BREWERIES,,,,0.1,1,EQ,NSE,NSE
4281601,16725,RPGLIFE,RPG LIFE SCIENCES,,,,0.1,1,EQ,NSE,NSE
4296449,16783,GVT&D,GE VERNOVA T&D INDIA,,,,0.1,1,EQ,NSE,NSE
4306945,16824,VINYLINDIA-BE,VINYL CHEMICALS (I),,,,0.05,1,EQ,NSE,NSE
4326401,16900,DPWIRES,D P WIRES,,,,0.05,1,EQ,NSE,NSE
4329729,16913,ARTEMISMED,ARTEMIS MED SERVICE,,,,0.05,1,EQ,NSE,NSE
4330241,16915,ZFCVINDIA,ZF COM VE CTR SYS IND,,,,1,1,EQ,NSE,NSE
4359425,17029,PATANJALI,PATANJALI FOODS,,,,0.1,1,EQ,NSE,NSE
4360193,17032,THYROCARE,THYROCARE TECH,,,,0.1,1,EQ,NSE,NSE
4372737,17081,URAVIDEF-BE,URAVI DEFENCE &TECH,,,,0.05,1,EQ,NSE,NSE
4376065,17094,CROMPTON,CROMPT GREA CON ELEC,,,,0.05,1,EQ,NSE,NSE
4378881,17105,SUMICHEM,SUMITOMO CHEM INDIA,,,,0.05,1,EQ,NSE,NSE
4387841,17140,IDEAFORGE,IDEAFORGE TECHNO,,,,0.05,1,EQ,NSE,NSE
4399617,17186,SHRIPISTON,SHRIRAM PIST. & RING,,,,0.1,1,EQ,NSE,NSE
4399873,17187,CYIENTDLM,CYIENT DLM,,,,0.05,1,EQ,NSE,NSE
4417537,17256,ALBERTDAVD,ALBERT DAVID,,,,0.05,1,EQ,NSE,NSE
4419329,17263,ARMANFIN,ARMAN FIN SERV,,,,0.1,1,EQ,NSE,NSE
4421121,17270,ASPINWALL,ASPINWALL & CO,,,,0.05,1,EQ,NSE,NSE
4421377,17271,SENCO,SENCO GOLD,,,,0.05,1,EQ,NSE,NSE
4423425,17279,BLS,BLS INTL SERVS,,,,0.05,1,EQ,NSE,NSE
4430593,17307,AJMERA,AJMERA REALTY & INF I,,,,0.05,1,EQ,NSE,NSE
4432129,17313,LLOYDSME,LLOYDS METALS N ENERGY L,,,,0.1,1,EQ,NSE,NSE
4437249,17333,MHRIL,MAHINDRA HOLIDAYS,,,,0.05,1,EQ,NSE,NSE
4441857,17351,SALONA,SALONA COTSPIN,,,,0.05,1,EQ,NSE,NSE
4443393,17357,GKWLIMITED,GKW,,,,0.1,1,EQ,NSE,NSE
4445185,17364,VINATIORGA,VINATI ORGANICS,,,,0.1,1,EQ,NSE,NSE
4451329,17388,ADANIPOWER,ADANI POWER,,,,0.05,1,EQ,NSE,NSE
4453633,17397,PREMEXPLN,PREMIER EXPLOSIVES,,,,0.05,1,EQ,NSE,NSE
4460545,17424,GLOBUSSPR,GLOBUS SPIRITS,,,,0.05,1,EQ,NSE,NSE
4462849,17433,NETWEB,NETWEB TECH INDIA,,,,0.1,1,EQ,NSE,NSE
4464129,17438,OIL,OIL INDIA,,,,0.05,1,EQ,NSE,NSE
4474113,17477,CONTROLPR,CONTROL PRINT,,,,0.05,1,EQ,NSE,NSE
4476417,17486,EXPLEOSOL,EXPLEO SOLUTIONS,,,,0.1,1,EQ,NSE,NSE
4487937,17531,MAHASTEEL-BE,MAHAMAYA STEEL INDS,,,,0.05,1,EQ,NSE,NSE
4488705,17534,MGL,MAHANAGAR GAS,,,,0.1,1,EQ,NSE,NSE
4492033,17547,AMRUTANJAN,AMRUTAJAN HEALTH,,,,0.05,1,EQ,NSE,NSE
4505089,17598,ASALCBR,ASSO ALCOHOLS & BREW,,,,0.1,1,EQ,NSE,NSE
4514561,17635,ZYDUSWELL,ZYDUS WELLNESS,,,,0.1,1,EQ,NSE,NSE
4516097,17641,SUNTECK,SUNTECK REALTY,,,,0.05,1,EQ,NSE,NSE
4518657,17651,POKARNA,POKARNA,,,,0.1,1,EQ,NSE,NSE
4532225,17704,QUESS,QUESS CORP,,,,0.05,1,EQ,NSE,NSE
4538369,17728,ASTEC,ASTEC LIFESCIENCES,,,,0.05,1,EQ,NSE,NSE
4540929,17738,YATHARTH,YATHARTH HOSP & TRA C S L,,,,0.05,1,EQ,NSE,NSE
4543233,17747,NIITMTS,NIIT LEARNING SYSTEMS,,,,0.05,1,EQ,NSE,NSE
4545537,17756,SHILPAMED-BE,SHILPA MEDICARE,,,,0.05,1,EQ,NSE,NSE
4546049,17758,SARDAEN,SARDA ENERGY & MIN,,,,0.05,1,EQ,NSE,NSE
4547585,17764,REFEX,REFEX INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
4550145,17774,GROBTEA-BE,THE GROB TEA COMPANY,,,,0.05,1,EQ,NSE,NSE
4561409,17818,LTIM,LTIMINDTREE,,,,0.5,1,EQ,NSE,NSE
4565249,17833,AHLUCONT,AHLUWALIA CONT IND,,,,0.05,1,EQ,NSE,NSE
4569857,17851,DLINKINDIA,D-LINK INDIA,,,,0.05,1,EQ,NSE,NSE
4574465,17869,JSWENERGY,JSW ENERGY,,,,0.05,1,EQ,NSE,NSE
4576001,17875,GODREJPROP,GODREJ PROPERTIES,,,,0.1,1,EQ,NSE,NSE
4577537,17881,DBCORP,D.B.CORP,,,,0.05,1,EQ,NSE,NSE
4583169,17903,ABBOTINDIA,ABBOTT INDIA,,,,5,1,EQ,NSE,NSE
4589313,17927,BAYERCROP,BAYER CROPSCIENCE,,,,0.5,1,EQ,NSE,NSE
4593921,17945,COHANCE,COHANCE LIFESCIENCES,,,,0.1,1,EQ,NSE,NSE
4598529,17963,NESTLEIND,NESTLE INDIA,,,,0.1,1,EQ,NSE,NSE
4600577,17971,SBICARD,SBI CARDS & PAY SER,,,,0.05,1,EQ,NSE,NSE
4604673,17987,TRF,TRF,,,,0.05,1,EQ,NSE,NSE
4607745,17999,UNITEDTEA,UNITED NILGIRI TEA,,,,0.05,1,EQ,NSE,NSE
4610817,18011,WHIRLPOOL,WHIRLPOOL OF INDIA,,,,0.1,1,EQ,NSE,NSE
4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,,,,0.05,1,EQ,NSE,NSE
4620545,18049,MINDTECK,MINDTECK (INDIA),,,,0.05,1,EQ,NSE,NSE
4623361,18060,CONCORDBIO,CONCORD BIOTECH,,,,0.1,1,EQ,NSE,NSE
4630017,18086,DBL,DILIP BUILDCON,,,,0.05,1,EQ,NSE,NSE
4632577,18096,JUBLFOOD,JUBILANT FOODWORKS,,,,0.05,1,EQ,NSE,NSE
4638209,18118,THANGAMAYL,THANGAMAYIL JEWELLERY,,,,0.1,1,EQ,NSE,NSE
4638465,18119,SRGHFL,SRG HOUSING FINANCE L,,,,0.05,1,EQ,NSE,NSE
4641537,18131,YASHO,YASHO INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
4643585,18139,DOLPHIN,DOLPHIN OFF ENT (IND) L,,,,0.05,1,EQ,NSE,NSE
4644609,18143,JIOFIN,JIO FIN SERVICES,,,,0.05,1,EQ,NSE,NSE
4672513,18252,SPAL,S. P. APPARELS,,,,0.05,1,EQ,NSE,NSE
4682753,18292,IVZINGOLD,INVESCO INDIA GOLD ETF,,,,0.05,1,EQ,NSE,NSE
4690177,18321,LGBBROSLTD,LG BALAKRISHNAN & BROS,,,,0.1,1,EQ,NSE,NSE
4699905,18359,SANDUMA,SANDUR MANG & IRON ORES L,,,,0.05,1,EQ,NSE,NSE
4701441,18365,PERSISTENT,PERSISTENT SYSTEMS,,,,0.5,1,EQ,NSE,NSE
4702977,18371,NDGL,NAGA DHUNSERI GROUP,,,,0.1,1,EQ,NSE,NSE
4714753,18417,RISHABH,RISHABH INSTRUMENTS,,,,0.05,1,EQ,NSE,NSE
4716801,18425,ASIANHOTNR-BE,ASIAN HOTELS (NORTH),,,,0.05,1,EQ,NSE,NSE
4724993,18457,POWERINDIA,HITACHI ENERGY INDIA,,,,1,1,EQ,NSE,NSE
4749569,18553,JLHL,JUPITER LIFE LINE HOSP L,,,,0.1,1,EQ,NSE,NSE
4752385,18564,LTTS,L&T TECHNOLOGY SER.,,,,0.1,1,EQ,NSE,NSE
4752897,18566,RRKABEL,R R KABEL,,,,0.1,1,EQ,NSE,NSE
4754177,18571,GNA,GNA AXLES,,,,0.05,1,EQ,NSE,NSE
4756737,18581,KIRLOSBROS,KIRLOSKAR BROTHERS,,,,0.1,1,EQ,NSE,NSE
4759809,18593,EMSLIMITED,EMS,,,,0.05,1,EQ,NSE,NSE
4763649,18608,ZAGGLE,ZAGGLE PREPA OCEAN SER L,,,,0.05,1,EQ,NSE,NSE
4772865,18644,DIAMINESQ,DIAMINES & CHEMICALS,,,,0.05,1,EQ,NSE,NSE
4774913,18652,ICICIPRULI,ICICI PRU LIFE INS CO,,,,0.05,1,EQ,NSE,NSE
4776705,18659,MARATHON,MARATHON NXTGEN REALT,,,,0.05,1,EQ,NSE,NSE
4781825,18679,HPL,HPL ELECTRIC & POWER,,,,0.05,1,EQ,NSE,NSE
4792577,18721,NUVAMA,NUVAMA WEALTH MANAGE,,,,0.5,1,EQ,NSE,NSE
4798209,18743,SIGNATURE,SIGNATUREGLOBAL INDIA,,,,0.1,1,EQ,NSE,NSE
4818433,18822,ENDURANCE,ENDURANCE TECHNO.,,,,0.1,1,EQ,NSE,NSE
4823041,18840,NIRAJISPAT,NIRAJ ISPAT IND,,,,0.05,1,EQ,NSE,NSE
4829697,18866,MAZDA,MAZDA,,,,0.05,1,EQ,NSE,NSE
4835585,18889,KSL,KALYANI STEELS,,,,0.05,1,EQ,NSE,NSE
4840449,18908,PNBHOUSING,PNB HOUSING FIN,,,,0.1,1,EQ,NSE,NSE
4843777,18921,VBL,VARUN BEVERAGES,,,,0.05,1,EQ,NSE,NSE
4849665,18944,KINGFA,KINGFA SCI & TEC IND,,,,0.1,1,EQ,NSE,NSE
4854273,18962,RAJRATAN,RAJRATAN GLOBAL WIRE,,,,0.05,1,EQ,NSE,NSE
4869121,19020,JSWINFRA,JSW INFRASTRUCTURE,,,,0.05,1,EQ,NSE,NSE
4870401,19025,KIRLOSIND,KIRLOSKAR INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
4873217,19036,PODDARMENT,PODDAR PIGMENTS,,,,0.05,1,EQ,NSE,NSE
4892417,19111,NBIFIN,N.B.I. IND. FIN. CO.,,,,0.1,1,EQ,NSE,NSE
4892929,19113,UDS,UPDATER SERVICES,,,,0.05,1,EQ,NSE,NSE
4896257,19126,KIOCL,KIOCL,,,,0.05,1,EQ,NSE,NSE
4911105,19184,SFL,SHEELA FOAM,,,,0.05,1,EQ,NSE,NSE
4914177,19196,TI,TILAKNAGAR INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
4921089,19223,TCIEXP,TCI EXPRESS,,,,0.05,1,EQ,NSE,NSE
4923905,19234,LAURUSLABS,LAURUS LABS,,,,0.05,1,EQ,NSE,NSE
4924161,19235,IMFA,INDIAN METALS & FERRO,,,,0.05,1,EQ,NSE,NSE
4931329,19263,AARTISURF-BE,AARTI SURFACTANTS,,,,0.05,1,EQ,NSE,NSE
4935425,19279,THEJO,THEJO ENGINEERING,,,,0.1,1,EQ,NSE,NSE
4939777,19296,TERASOFT-BE,TERA SOFTWARE,,,,0.05,1,EQ,NSE,NSE
4940545,19299,ITDC,INDIA TOUR. DEV. CO.,,,,0.05,1,EQ,NSE,NSE
4966657,19401,BOROLTD,BOROSIL,,,,0.05,1,EQ,NSE,NSE
